time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1758118323.53530002,0.26945048,13826,0.00076857,0.00000000,0,0.00000000,9770,9838,81,0.00250722
1758118323.63599992,0.31725762,13859,0.00187111,0.00000000,0,0.00000000,9838,10134,373,0.00233075
1758118323.83629990,0.32907101,13840,0.00284668,0.00000000,0,0.00000000,10134,10469,444,0.00234559
1758118324.03570008,0.34739414,13803,0.00415678,0.00000000,0,0.00000000,10469,10805,479,0.00232912
1758118324.23569989,0.34853608,13756,0.00268734,0.00000000,0,0.00000000,10805,11084,434,0.00235393
1758118324.33620000,0.27600159,13757,0.00088420,0.00000000,0,0.00000000,11084,11121,101,0.00405746
1758118324.43610001,0.31003605,13734,0.00182295,0.00000000,0,0.00000000,11121,11296,307,0.00271749
1758118324.63619995,0.30613795,13726,0.00174139,0.00000000,0,0.00000000,11296,11432,218,0.00253708
1758118324.73629999,0.26947032,13747,0.00081701,0.00000000,0,0.00000000,11432,11470,54,0.00269166
1758118324.93619990,0.27081655,13711,0.00070566,0.00000000,0,0.00000000,11470,11501,55,0.00292229
1758118325.23639989,0.27981364,13734,0.00102810,0.00000000,0,0.00000000,11501,11557,102,0.00289221
1758118325.43630004,0.25677275,13734,0.00041794,0.00000000,0,0.00000000,11557,11571,24,0.00347099
1758118325.53629994,0.25545015,13733,0.00041768,0.00000000,0,0.00000000,11571,11574,27,0.00299240
1758118325.63630009,0.29401571,13739,0.00264138,0.00000000,0,0.00000000,11574,11867,365,0.00241553
1758118325.73620009,0.31187556,13715,0.00363615,0.00000000,0,0.00000000,11867,12042,327,0.00238141
1758118325.83640003,0.26340750,13734,0.00059450,0.00000000,0,0.00000000,12042,12073,38,0.00298631
1758118325.93639994,0.25762150,13789,0.00107512,0.00000000,0,0.00000000,12073,12104,44,0.00223111
1758118326.13689995,0.29050908,13821,0.00158108,0.00000000,0,0.00000000,12104,12254,184,0.00245664
1758118326.43779993,0.29300287,13848,0.00231051,0.00000000,0,0.00000000,12254,12533,356,0.00321349
1758118326.53800011,0.30168797,13908,0.00296473,0.00000000,0,0.00000000,12533,12779,396,0.00255675
1758118326.63759995,0.27726751,13950,0.00117643,0.00000000,0,0.00000000,12779,12816,62,0.00215281
1758118326.73670006,0.26843519,13973,0.00139558,0.00000000,0,0.00000000,12816,12841,50,0.00355070
1758118326.83669996,0.28244587,13985,0.00088587,0.00000000,0,0.00000000,12841,12885,53,0.00259033
1758118326.93650007,0.30803256,14016,0.00436640,0.00000000,0,0.00000000,12885,13084,424,0.00274072
1758118327.03629994,0.34075843,14038,0.00342940,0.00000000,0,0.00000000,13084,12795,334,0.00276127
1758118327.33579993,0.28683139,14068,0.00069580,0.00000000,0,0.00000000,12795,12856,67,0.00276622
1758118327.43589997,0.28665462,14053,0.00060621,0.00000000,0,0.00000000,12856,12899,51,0.00235191
1758118327.53609991,0.29853370,14053,0.00081852,0.00000000,0,0.00000000,12899,12940,55,0.00253652
1758118327.63579988,0.30143465,14031,0.00070993,0.00000000,0,0.00000000,12940,12981,55,0.00243609
1758118327.83640003,0.31631285,14022,0.00078862,0.00000000,0,0.00000000,12981,13068,113,0.00283576
1758118327.93600011,0.30344949,14014,0.00142302,0.00000000,0,0.00000000,13068,13153,110,0.00309191
1758118328.23659992,0.29664244,14061,0.00109591,0.00000000,0,0.00000000,13153,13198,59,0.00290849
1758118328.33610010,0.30223305,14068,0.00118327,0.00000000,0,0.00000000,13198,13232,48,0.00268816
1758118328.53590012,0.28349745,14065,0.00150647,0.00000000,0,0.00000000,13232,13294,101,0.00275189
1758118328.63590002,0.28865287,14060,0.00114021,0.00000000,0,0.00000000,13294,13311,69,0.00321840
1758118328.73639989,0.29427797,14026,0.00094979,0.00000000,0,0.00000000,13311,13392,99,0.00261834
1758118328.93600011,0.28419474,13990,0.00100813,0.00000000,0,0.00000000,13392,13470,111,0.00257195
1758118329.13590002,0.32020312,13968,0.00152526,0.00000000,0,0.00000000,13470,13516,106,0.00258965
1758118329.23600006,0.27460575,13934,0.00086783,0.00000000,0,0.00000000,13516,13569,59,0.00288542
1758118329.33610010,0.28432831,13927,0.00180197,0.00000000,0,0.00000000,13569,13617,106,0.00181134
1758118329.43630004,0.30837521,13906,0.00214306,0.00000000,0,0.00000000,13617,13710,166,0.00232418
1758118329.53640008,0.27680011,13895,0.00095013,0.00000000,0,0.00000000,13710,13783,95,0.00219743
1758118329.83669996,0.28124528,13791,0.00106831,0.00000000,0,0.00000000,13783,13819,68,0.00207651
1758118329.93689990,0.34336575,13740,0.00330359,0.00000000,0,0.00000000,13819,13483,223,0.00232781
1758118330.03640008,0.33360650,13687,0.00145437,0.00000000,0,0.00000000,13483,13651,204,0.00201772
1758118330.23609996,0.30889993,13690,0.00143749,0.00000000,0,0.00000000,13651,13707,63,0.00224190
1758118330.43560004,0.30028839,13685,0.00071775,0.00000000,0,0.00000000,13707,13760,65,0.00215984
1758118330.53520012,0.32733163,13735,0.00140161,0.00000000,0,0.00000000,13760,13865,137,0.00249648
1758118330.63569999,0.31135715,13758,0.00135482,0.00000000,0,0.00000000,13865,13930,72,0.00360972
1758118330.73530006,0.30341297,13733,0.00102030,0.00000000,0,0.00000000,13930,13984,73,0.00481060
1758118330.83610010,0.31435908,13715,0.00166365,0.00000000,0,0.00000000,13984,14021,66,0.00239006
1758118330.93610001,0.34852244,13725,0.00341314,0.00000000,0,0.00000000,14021,14218,246,0.00318565
1758118331.13660002,0.35955348,13744,0.00346158,0.00000000,0,0.00000000,14218,14406,230,0.00316637
1758118331.23659992,0.34606636,13779,0.00241828,0.00000000,0,0.00000000,14406,14578,234,0.00272509
1758118331.33599997,0.34842694,13759,0.00258204,0.00000000,0,0.00000000,14578,14763,227,0.00336071
1758118331.43610001,0.34260780,13793,0.00289506,0.00000000,0,0.00000000,14763,14895,213,0.00368018
1758118331.53600001,0.30436984,13761,0.00229935,0.00000000,0,0.00000000,14895,14971,163,0.00435890
1758118331.63540006,0.33438705,13718,0.00098433,0.00000000,0,0.00000000,14971,15018,68,0.00322871
1758118331.73589993,0.32757323,13746,0.00109043,0.00000000,0,0.00000000,15018,15092,95,0.00274133
1758118331.83599997,0.35789156,13748,0.00563497,0.00000000,0,0.00000000,15092,15252,217,0.00380116
1758118331.93650007,0.33405347,13735,0.00141234,0.00000000,0,0.00000000,15252,15288,69,0.00257862
1758118332.03660011,0.29739289,13747,0.00192693,0.00000000,0,0.00000000,15288,15334,69,0.00241426
1758118332.13649988,0.34819901,13745,0.00158983,0.00000000,0,0.00000000,15334,15374,58,0.00251715
1758118332.23690009,0.31849989,13707,0.00093627,0.00000000,0,0.00000000,15374,15415,64,0.00280266
1758118332.33660007,0.28675480,13751,0.00085963,0.00000000,0,0.00000000,15415,15449,46,0.00244952
1758118332.43689990,0.31348578,13715,0.00334395,0.00000000,0,0.00000000,15449,15535,156,0.00261049
1758118332.63619995,0.31482584,13655,0.00186764,0.00000000,0,0.00000000,15535,15693,205,0.00275357
1758118332.73589993,0.30820989,13638,0.00084997,0.00000000,0,0.00000000,15693,15735,54,0.00250665
1758118332.83579993,0.35661165,13660,0.00268972,0.00000000,0,0.00000000,15735,15854,204,0.00234654
1758118333.03500009,0.33009097,13635,0.00197443,0.00000000,0,0.00000000,15854,15921,137,0.00379448
1758118333.13549995,0.32686362,13665,0.00152375,0.00000000,0,0.00000000,15921,15950,55,0.00448423
1758118333.23569989,0.33879012,13695,0.00304582,0.00000000,0,0.00000000,15950,16027,195,0.00280735
1758118333.33590007,0.27070731,13723,0.00132553,0.00000000,0,0.00000000,16027,16041,52,0.00247369
1758118333.43610001,0.29147994,13770,0.00344440,0.00000000,0,0.00000000,16041,16132,151,0.00367245
1758118333.53609991,0.32755513,13750,0.00219524,0.00000000,0,0.00000000,16132,16275,179,0.00265200
1758118333.63610005,0.28395735,13725,0.00089044,0.00000000,0,0.00000000,16275,16309,50,0.00228252
1758118333.83610010,0.32443601,13770,0.00183229,0.00000000,0,0.00000000,16309,16403,139,0.00266135
1758118333.93589997,0.32418647,13739,0.00206762,0.00000000,0,0.00000000,16403,16460,127,0.00244082
1758118334.03609991,0.32364602,13708,0.00328240,0.00000000,0,0.00000000,16460,16403,90,0.00233641
1758118334.13610005,0.35994020,13668,0.00301687,0.00000000,0,0.00000000,16403,16539,178,0.00254964
1758118334.23620009,0.34040079,13683,0.00206445,0.00000000,0,0.00000000,16539,16601,115,0.00243456
1758118334.33570004,0.31917084,13652,0.00097209,0.00000000,0,0.00000000,16601,16633,52,0.00272957
1758118334.43610001,0.31275061,13604,0.00097072,0.00000000,0,0.00000000,16633,16661,48,0.00276603
1758118334.53609991,0.32590887,13587,0.00148149,0.00000000,0,0.00000000,16661,16742,128,0.00257249
1758118334.73589993,0.32100448,13543,0.00093659,0.00000000,0,0.00000000,16742,16766,43,0.00288106
1758118334.93560004,0.32742149,13498,0.00160344,0.00000000,0,0.00000000,16766,16853,144,0.00448967
1758118335.03570008,0.29302332,13508,0.00085556,0.00000000,0,0.00000000,16853,16884,41,0.00379667
1758118335.13529992,0.27961357,13472,0.00093997,0.00000000,0,0.00000000,16884,16907,43,0.00247712
1758118335.23589993,0.31857154,13438,0.00067960,0.00000000,0,0.00000000,16907,16930,36,0.00277764
1758118335.53550005,0.34616716,13466,0.00287641,0.00000000,0,0.00000000,16930,16969,182,0.00273703
1758118335.63590002,0.30202700,13514,0.00149911,0.00000000,0,0.00000000,16969,16998,53,0.00421867
1758118335.73559999,0.32680221,13562,0.00483357,0.00000000,0,0.00000000,16998,16928,153,0.00292526
1758118335.83550000,0.32458894,13664,0.00150774,0.00000000,0,0.00000000,16928,17028,144,0.00278087
1758118335.93540001,0.30839568,13735,0.00136337,0.00000000,0,0.00000000,17028,17039,52,0.00274927
1758118336.03559995,0.32147965,13741,0.00103782,0.00000000,0,0.00000000,17039,17069,42,0.00278720
1758118336.13520002,0.33512722,13814,0.00259299,0.00000000,0,0.00000000,17069,17214,201,0.00247916
1758118336.33579993,0.28297488,13473,0.00086254,0.00000000,0,0.00000000,17214,17242,51,0.00315681
1758118336.53600001,0.28886348,12673,0.00100293,0.00000000,0,0.00000000,17242,17269,39,0.00240683
1758118336.63549995,0.27879259,12281,0.00096492,0.00000000,0,0.00000000,17269,17286,36,0.00245842
1758118336.73559999,0.28133433,11931,0.00146123,0.00000000,0,0.00000000,17286,17302,42,0.00267182
1758118336.83550000,0.22950862,11413,0.00106057,0.00000000,0,0.00000000,17302,17314,53,0.00249053
1758118337.03520012,0.26717734,11019,0.00097586,0.00000000,0,0.00000000,17314,17343,53,0.00278170
1758118337.13529992,0.26429101,10933,0.00134639,0.00000000,0,0.00000000,17343,17386,52,0.00332985
1758118337.23480010,0.25681451,11082,0.00151118,0.00000000,0,0.00000000,17386,17405,49,0.00246374
1758118337.43569994,0.28892252,11988,0.00133136,0.00000000,0,0.00000000,17405,17431,35,0.00378507
1758118337.53600001,0.29534150,12368,0.00135771,0.00000000,0,0.00000000,17431,17459,44,0.00442358
1758118337.73559999,0.30233493,13104,0.00152237,0.00000000,0,0.00000000,17459,17471,39,0.00290201
1758118337.83629990,0.30779588,13581,0.00118744,0.00000000,0,0.00000000,17471,17495,29,0.00267380
1758118337.93619990,0.29472206,13786,0.00089048,0.00000000,0,0.00000000,17495,17490,38,0.00265697
1758118338.03570008,0.30982648,13789,0.00086194,0.00000000,0,0.00000000,17490,17503,41,0.00258631
1758118338.43560004,0.26916888,13732,0.00094785,0.00000000,0,0.00000000,17503,17554,85,0.00272858
1758118338.53530002,0.29457965,13687,0.00096975,0.00000000,0,0.00000000,17554,17582,40,0.00242344
1758118338.63470006,0.31910926,13631,0.00128315,0.00000000,0,0.00000000,17582,17576,43,0.00288680
1758118338.73469996,0.31197872,13612,0.00119424,0.00000000,0,0.00000000,17576,17614,68,0.00283407
1758118338.83529997,0.28366992,13586,0.00107920,0.00000000,0,0.00000000,17614,17610,35,0.00247098
1758118338.93540001,0.31086010,13528,0.00110754,0.00000000,0,0.00000000,17610,17642,72,0.00294556
1758118339.13479996,0.29492356,13501,0.00087288,0.00000000,0,0.00000000,17642,17662,32,0.00263842
1758118339.33540010,0.28663889,13470,0.00091181,0.00000000,0,0.00000000,17662,17523,37,0.00281967
1758118339.63560009,0.30002246,13548,0.00098899,0.00000000,0,0.00000000,17523,17617,104,0.00286788
1758118339.73550010,0.29942400,13517,0.00067710,0.00000000,0,0.00000000,17617,17670,60,0.00278789
1758118339.83550000,0.29834413,13498,0.00104155,0.00000000,0,0.00000000,17670,17700,51,0.00336712
1758118339.93470001,0.29661754,13393,0.00133193,0.00000000,0,0.00000000,17700,17715,57,0.00321280
1758118340.03500009,0.29180125,13359,0.00081902,0.00000000,0,0.00000000,17715,17753,54,0.00218327
1758118340.13459992,0.27994175,13328,0.00119054,0.00000000,0,0.00000000,17753,17790,54,0.00249780
1758118340.23440003,0.31581387,13298,0.00144716,0.00000000,0,0.00000000,17790,17833,60,0.00227982
1758118340.33439994,0.30908656,13246,0.00096649,0.00000000,0,0.00000000,17833,17882,61,0.00243095
1758118340.43429995,0.29640355,13202,0.00170254,0.00000000,0,0.00000000,17882,17920,76,0.00249885
1758118340.53399992,0.27863505,13215,0.00167609,0.00000000,0,0.00000000,17920,17979,74,0.00246146
1758118340.63429999,0.28007021,13175,0.00188291,0.00000000,0,0.00000000,17979,18023,73,0.00283201
1758118340.73460007,0.27761817,13082,0.00191888,0.00000000,0,0.00000000,18023,18086,76,0.00281566
1758118340.83500004,0.29066784,13060,0.00123875,0.00000000,0,0.00000000,18086,18151,95,0.00235537
1758118340.93549991,0.30769551,13020,0.00166508,0.00000000,0,0.00000000,18151,18277,141,0.00249525
1758118341.03539991,0.31197256,12983,0.00170724,0.00000000,0,0.00000000,18277,18388,132,0.00247392
1758118341.13619995,0.29517681,12952,0.00214040,0.00000000,0,0.00000000,18388,18447,93,0.00236077
1758118341.43580008,0.27794842,12788,0.00162459,0.00000000,0,0.00000000,18447,18512,98,0.00423933
1758118341.53539991,0.30270959,12737,0.00153115,0.00000000,0,0.00000000,18512,18629,140,0.00414479
1758118341.63479996,0.29692699,12711,0.00225739,0.00000000,0,0.00000000,18629,18730,145,0.00244011
1758118341.73499990,0.27714625,12640,0.00199494,0.00000000,0,0.00000000,18730,18825,124,0.00291399
1758118341.83470011,0.28873481,12627,0.00105075,0.00000000,0,0.00000000,18825,18912,115,0.00277623
1758118341.93460011,0.27052375,12658,0.00479803,0.00000000,0,0.00000000,18912,18902,89,0.00262206
1758118342.03399992,0.27364032,12650,0.00284470,0.00000000,0,0.00000000,18902,18970,96,0.00271839
1758118342.13429999,0.28649449,12655,0.00172833,0.00000000,0,0.00000000,18970,19020,77,0.00334180
1758118342.33439994,0.27605125,12646,0.00493032,0.00000000,0,0.00000000,19020,19085,94,0.00309056
1758118342.43400002,0.28324481,12647,0.00178463,0.00000000,0,0.00000000,19085,19137,92,0.00310731
1758118342.53460002,0.26262479,12641,0.00191491,0.00000000,0,0.00000000,19137,19202,95,0.00237323
1758118342.63459992,0.28319426,12658,0.00245816,0.00000000,0,0.00000000,19202,19336,165,0.00282897
1758118342.73469996,0.30409814,12596,0.00202445,0.00000000,0,0.00000000,19336,19483,181,0.00248509
1758118342.83480000,0.30229778,12588,0.00292313,0.00000000,0,0.00000000,19483,19573,128,0.00259992
1758118343.03500009,0.29368990,12501,0.00215072,0.00000000,0,0.00000000,19573,19700,169,0.00254034
1758118343.23480010,0.29372178,12423,0.00157132,0.00000000,0,0.00000000,19700,19805,127,0.00274972
